ASP.NET Core 2.0,Commit,11460,CVE-2018-0808,ASP.NET Core Denial of Service Vulnerability
Windows 10 Version 1709 for 32-bit Systems,4103727,11453,CVE-2018-0886,CredSSP Remote Code Execution Vulnerability
Windows 10 Version 1709 for x64-based Systems,4103727,11454,CVE-2018-0886,CredSSP Remote Code Execution Vulnerability
Windows Server, version 1709  (Server Core Installation),4103727,11466,CVE-2018-0886,CredSSP Remote Code Execution Vulnerability
Windows Server, version 1803  (Server Core Installation),4103721,11499,CVE-2018-0886,CredSSP Remote Code Execution Vulnerability
Windows 10 Version 1803 for 32-bit Systems,4103721,11497,CVE-2018-0886,CredSSP Remote Code Execution Vulnerability
Windows 10 Version 1803 for x64-based Systems,4103721,11498,CVE-2018-0886,CredSSP Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,4551853,11568,CVE-2018-0886,CredSSP Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,4551853,11568,CVE-2018-0886,CredSSP Remote Code Execution Vulnerability
Windows 10 Version 1809 for x64-based Systems,4551853,11569,CVE-2018-0886,CredSSP Remote Code Execution Vulnerability
Windows 10 Version 1809 for x64-based Systems,4551853,11569,CVE-2018-0886,CredSSP Remote Code Execution Vulnerability
Windows 10 Version 1809 for ARM64-based Systems,4551853,11570,CVE-2018-0886,CredSSP Remote Code Execution Vulnerability
Windows 10 Version 1809 for ARM64-based Systems,4551853,11570,CVE-2018-0886,CredSSP Remote Code Execution Vulnerability
Windows Server 2019,4551853,11571,CVE-2018-0886,CredSSP Remote Code Execution Vulnerability
Windows Server 2019,4551853,11571,CVE-2018-0886,CredSSP Remote Code Execution Vulnerability
Windows Server 2019  (Server Core installation),4551853,11572,CVE-2018-0886,CredSSP Remote Code Execution Vulnerability
Windows Server 2019  (Server Core installation),4551853,11572,CVE-2018-0886,CredSSP Remote Code Execution Vulnerability
Windows 10 Version 1903 for 32-bit Systems,4556799,11644,CVE-2018-0886,CredSSP Remote Code Execution Vulnerability
Windows 10 Version 1903 for x64-based Systems,4556799,11645,CVE-2018-0886,CredSSP Remote Code Execution Vulnerability
Windows 10 Version 1903 for ARM64-based Systems,4556799,11646,CVE-2018-0886,CredSSP Remote Code Execution Vulnerability
Windows Server, version 1903 (Server Core installation),4556799,11647,CVE-2018-0886,CredSSP Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,4556799,11712,CVE-2018-0886,CredSSP Remote Code Execution Vulnerability
Windows 10 Version 1909 for x64-based Systems,4556799,11713,CVE-2018-0886,CredSSP Remote Code Execution Vulnerability
Windows 10 Version 1909 for ARM64-based Systems,4556799,11714,CVE-2018-0886,CredSSP Remote Code Execution Vulnerability
Windows Server, version 1909 (Server Core installation),4556799,11715,CVE-2018-0886,CredSSP Remote Code Execution Vulnerability
Windows 10 Version 1703 for x64-based Systems,4088782,10952,CVE-2018-0888,Windows Hyper-V Information Disclosure Vulnerability
Windows 10 for x64-based Systems,4088786,10735,CVE-2018-0888,Windows Hyper-V Information Disclosure Vulnerability
Windows 10 Version 1511 for x64-based Systems,4088779,10788,CVE-2018-0888,Windows Hyper-V Information Disclosure Vulnerability
Windows 10 Version 1607 for x64-based Systems,4088787,10853,CVE-2018-0888,Windows Hyper-V Information Disclosure Vulnerability
Windows Server 2016,4088787,10816,CVE-2018-0888,Windows Hyper-V Information Disclosure Vulnerability
Windows Server 2016  (Server Core installation),4088787,10855,CVE-2018-0888,Windows Hyper-V Information Disclosure Vulnerability
Windows 7 for x64-based Systems Service Pack 1,4088875,10048,CVE-2018-0888,Windows Hyper-V Information Disclosure Vulnerability
Windows 7 for x64-based Systems Service Pack 1,4088878,10048,CVE-2018-0888,Windows Hyper-V Information Disclosure Vulnerability
Windows 8.1 for x64-based systems,4088876,10482,CVE-2018-0888,Windows Hyper-V Information Disclosure Vulnerability
Windows 8.1 for x64-based systems,4088879,10482,CVE-2018-0888,Windows Hyper-V Information Disclosure Vulnerability
Windows Server 2008 for x64-based Systems Service Pack 2,4088827,9318,CVE-2018-0888,Windows Hyper-V Information Disclosure Vulnerability
Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),4088827,9344,CVE-2018-0888,Windows Hyper-V Information Disclosure Vulnerability
Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,4088875,10050,CVE-2018-0888,Windows Hyper-V Information Disclosure Vulnerability
Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,4088878,10050,CVE-2018-0888,Windows Hyper-V Information Disclosure Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1,4088875,10051,CVE-2018-0888,Windows Hyper-V Information Disclosure Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1,4088878,10051,CVE-2018-0888,Windows Hyper-V Information Disclosure Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),4088875,10049,CVE-2018-0888,Windows Hyper-V Information Disclosure Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),4088878,10049,CVE-2018-0888,Windows Hyper-V Information Disclosure Vulnerability
Windows Server 2012,4088877,10378,CVE-2018-0888,Windows Hyper-V Information Disclosure Vulnerability
Windows Server 2012,4088880,10378,CVE-2018-0888,Windows Hyper-V Information Disclosure Vulnerability
Windows Server 2012 (Server Core installation),4088877,10379,CVE-2018-0888,Windows Hyper-V Information Disclosure Vulnerability
Windows Server 2012 (Server Core installation),4088880,10379,CVE-2018-0888,Windows Hyper-V Information Disclosure Vulnerability
Windows Server 2012 R2,4088876,10483,CVE-2018-0888,Windows Hyper-V Information Disclosure Vulnerability
Windows Server 2012 R2,4088879,10483,CVE-2018-0888,Windows Hyper-V Information Disclosure Vulnerability
Windows Server 2012 R2 (Server Core installation),4088876,10543,CVE-2018-0888,Windows Hyper-V Information Disclosure Vulnerability
Windows Server 2012 R2 (Server Core installation),4088879,10543,CVE-2018-0888,Windows Hyper-V Information Disclosure Vulnerability
Windows Server, version 1709  (Server Core Installation),4088776,11466,CVE-2018-0888,Windows Hyper-V Information Disclosure Vulnerability
Windows 10 Version 1709 for x64-based Systems,4088776,11454,CVE-2018-0888,Windows Hyper-V Information Disclosure Vulnerability
Internet Explorer 10 on Windows Server 2012,4088877,10555-10378,CVE-2018-0889,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 10 on Windows Server 2012,4089187,10555-10378,CVE-2018-0889,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 9 on Windows Server 2008 for 32-bit Systems Service Pack 2,4089187,10336-9312,CVE-2018-0889,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 9 on Windows Server 2008 for x64-based Systems Service Pack 2,4089187,10336-9318,CVE-2018-0889,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 1703 for 32-bit Systems,4088782,10486-10951,CVE-2018-0889,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 1703 for x64-based Systems,4088782,10486-10952,CVE-2018-0889,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 1709 for 32-bit Systems,4088776,10486-11453,CVE-2018-0889,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 1709 for x64-based Systems,4088776,10486-11454,CVE-2018-0889,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 for 32-bit Systems,4088786,10486-10729,CVE-2018-0889,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 for x64-based Systems,4088786,10486-10735,CVE-2018-0889,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 1511 for 32-bit Systems,4088779,10486-10789,CVE-2018-0889,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 1511 for x64-based Systems,4088779,10486-10788,CVE-2018-0889,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 1607 for 32-bit Systems,4088787,10486-10852,CVE-2018-0889,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 1607 for x64-based Systems,4088787,10486-10853,CVE-2018-0889,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows Server 2016,4088787,10486-10816,CVE-2018-0889,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 7 for 32-bit Systems Service Pack 1,4088875,10486-10047,CVE-2018-0889,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 7 for 32-bit Systems Service Pack 1,4096040,10486-10047,CVE-2018-0889,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 7 for x64-based Systems Service Pack 1,4088875,10486-10048,CVE-2018-0889,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 7 for x64-based Systems Service Pack 1,4096040,10486-10048,CVE-2018-0889,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 8.1 for 32-bit systems,4088876,10486-10481,CVE-2018-0889,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 8.1 for 32-bit systems,4089187,10486-10481,CVE-2018-0889,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 8.1 for x64-based systems,4088876,10486-10482,CVE-2018-0889,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 8.1 for x64-based systems,4089187,10486-10482,CVE-2018-0889,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows RT 8.1,4088876,10486-10484,CVE-2018-0889,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows Server 2008 R2 for x64-based Systems Service Pack 1,4088875,10486-10051,CVE-2018-0889,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows Server 2008 R2 for x64-based Systems Service Pack 1,4096040,10486-10051,CVE-2018-0889,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows Server 2012 R2,4088876,10486-10483,CVE-2018-0889,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows Server 2012 R2,4089187,10486-10483,CVE-2018-0889,Scripting Engine Memory Corruption Vulnerability
ChakraCore,Commit,11447,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Internet Explorer 10 on Windows Server 2012,4088877,10555-10378,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Internet Explorer 10 on Windows Server 2012,4089187,10555-10378,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Internet Explorer 9 on Windows Server 2008 for 32-bit Systems Service Pack 2,4089187,10336-9312,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Internet Explorer 9 on Windows Server 2008 for x64-based Systems Service Pack 2,4089187,10336-9318,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Internet Explorer 11 on Windows 10 Version 1703 for 32-bit Systems,4088782,10486-10951,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Internet Explorer 11 on Windows 10 Version 1703 for x64-based Systems,4088782,10486-10952,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Internet Explorer 11 on Windows 10 Version 1709 for 32-bit Systems,4088776,10486-11453,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Internet Explorer 11 on Windows 10 Version 1709 for x64-based Systems,4088776,10486-11454,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Internet Explorer 11 on Windows 10 for 32-bit Systems,4088786,10486-10729,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Internet Explorer 11 on Windows 10 for x64-based Systems,4088786,10486-10735,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Internet Explorer 11 on Windows 10 Version 1511 for 32-bit Systems,4088779,10486-10789,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Internet Explorer 11 on Windows 10 Version 1511 for x64-based Systems,4088779,10486-10788,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Internet Explorer 11 on Windows 10 Version 1607 for 32-bit Systems,4088787,10486-10852,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Internet Explorer 11 on Windows 10 Version 1607 for x64-based Systems,4088787,10486-10853,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Internet Explorer 11 on Windows Server 2016,4088787,10486-10816,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Internet Explorer 11 on Windows 7 for 32-bit Systems Service Pack 1,4088875,10486-10047,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Internet Explorer 11 on Windows 7 for 32-bit Systems Service Pack 1,4096040,10486-10047,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Internet Explorer 11 on Windows 7 for x64-based Systems Service Pack 1,4088875,10486-10048,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Internet Explorer 11 on Windows 7 for x64-based Systems Service Pack 1,4096040,10486-10048,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Internet Explorer 11 on Windows 8.1 for 32-bit systems,4088876,10486-10481,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Internet Explorer 11 on Windows 8.1 for 32-bit systems,4089187,10486-10481,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Internet Explorer 11 on Windows 8.1 for x64-based systems,4088876,10486-10482,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Internet Explorer 11 on Windows 8.1 for x64-based systems,4089187,10486-10482,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Internet Explorer 11 on Windows RT 8.1,4088876,10486-10484,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Internet Explorer 11 on Windows Server 2008 R2 for x64-based Systems Service Pack 1,4088875,10486-10051,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Internet Explorer 11 on Windows Server 2008 R2 for x64-based Systems Service Pack 1,4096040,10486-10051,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Internet Explorer 11 on Windows Server 2012 R2,4088876,10486-10483,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Internet Explorer 11 on Windows Server 2012 R2,4089187,10486-10483,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1703 for 32-bit Systems,4088782,10724-10951,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1703 for x64-based Systems,4088782,10724-10952,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1709 for 32-bit Systems,4088776,10724-11453,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1709 for x64-based Systems,4088776,10724-11454,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 for 32-bit Systems,4088786,10724-10729,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 for x64-based Systems,4088786,10724-10735,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1511 for 32-bit Systems,4088779,10724-10789,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1511 for x64-based Systems,4088779,10724-10788,CVE-2018-0891,Scripting Engine Information Disclosure Vulnerability
