Azure Sphere,Release Notes,11796,CVE-2020-16970,Azure Sphere Unsigned Code Execution Vulnerability
Windows Server 2012,4586808,10378,CVE-2020-17051,Windows Network File System Remote Code Execution Vulnerability
Windows Server 2012,4586808,10378,CVE-2020-17051,Windows Network File System Remote Code Execution Vulnerability
Internet Explorer 11 on Windows 10 Version 1803 for 32-bit Systems,4586785,10486-11497,CVE-2020-17052,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 1809 for 32-bit Systems,4586793,10486-11568,CVE-2020-17052,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 1809 for 32-bit Systems,4586793,10486-11568,CVE-2020-17052,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 1909 for 32-bit Systems,4586786,10486-11712,CVE-2020-17052,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 1909 for 32-bit Systems,4586786,10486-11712,CVE-2020-17052,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 2004 for 32-bit Systems,4586781,10486-11766,CVE-2020-17052,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 2004 for 32-bit Systems,4586781,10486-11766,CVE-2020-17052,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 for 32-bit Systems,4586787,10486-10729,CVE-2020-17052,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 1607 for 32-bit Systems,4586830,10486-10852,CVE-2020-17052,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 1607 for 32-bit Systems,4586830,10486-10852,CVE-2020-17052,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 7 for 32-bit Systems Service Pack 1,4586827,10486-10047,CVE-2020-17052,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 7 for 32-bit Systems Service Pack 1,4586827,10486-10047,CVE-2020-17052,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 7 for 32-bit Systems Service Pack 1,4586768,10486-10047,CVE-2020-17052,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 8.1 for 32-bit systems,4586845,10486-10481,CVE-2020-17052,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 8.1 for 32-bit systems,4586845,10486-10481,CVE-2020-17052,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows Server 2012,4586834,10486-10378,CVE-2020-17052,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows Server 2012,4586834,10486-10378,CVE-2020-17052,Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 1803 for 32-bit Systems,4586785,10486-11497,CVE-2020-17053,Internet Explorer Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 1809 for 32-bit Systems,4586793,10486-11568,CVE-2020-17053,Internet Explorer Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 1809 for 32-bit Systems,4586793,10486-11568,CVE-2020-17053,Internet Explorer Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 1909 for 32-bit Systems,4586786,10486-11712,CVE-2020-17053,Internet Explorer Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 1909 for 32-bit Systems,4586786,10486-11712,CVE-2020-17053,Internet Explorer Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 2004 for 32-bit Systems,4586781,10486-11766,CVE-2020-17053,Internet Explorer Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 2004 for 32-bit Systems,4586781,10486-11766,CVE-2020-17053,Internet Explorer Memory Corruption Vulnerability
ChakraCore,Release Notes,11447,CVE-2020-17054,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1803 for 32-bit Systems,4586785,10724-11497,CVE-2020-17054,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1809 for 32-bit Systems,4586793,10724-11568,CVE-2020-17054,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1809 for 32-bit Systems,4586793,10724-11568,CVE-2020-17054,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1909 for 32-bit Systems,4586786,10724-11712,CVE-2020-17054,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1909 for 32-bit Systems,4586786,10724-11712,CVE-2020-17054,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 2004 for 32-bit Systems,4586781,10724-11766,CVE-2020-17054,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 2004 for 32-bit Systems,4586781,10724-11766,CVE-2020-17054,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 for 32-bit Systems,4586787,10724-10729,CVE-2020-17054,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1607 for 32-bit Systems,4586830,10724-10852,CVE-2020-17054,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1607 for 32-bit Systems,4586830,10724-10852,CVE-2020-17054,Chakra Scripting Engine Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 1803 for 32-bit Systems,4586785,10486-11497,CVE-2020-17058,Microsoft Browser Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 1809 for 32-bit Systems,4586793,10486-11568,CVE-2020-17058,Microsoft Browser Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 1809 for 32-bit Systems,4586793,10486-11568,CVE-2020-17058,Microsoft Browser Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 1909 for 32-bit Systems,4586786,10486-11712,CVE-2020-17058,Microsoft Browser Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 1909 for 32-bit Systems,4586786,10486-11712,CVE-2020-17058,Microsoft Browser Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 2004 for 32-bit Systems,4586781,10486-11766,CVE-2020-17058,Microsoft Browser Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 2004 for 32-bit Systems,4586781,10486-11766,CVE-2020-17058,Microsoft Browser Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 for 32-bit Systems,4586787,10486-10729,CVE-2020-17058,Microsoft Browser Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 1607 for 32-bit Systems,4586830,10486-10852,CVE-2020-17058,Microsoft Browser Memory Corruption Vulnerability
Internet Explorer 11 on Windows 10 Version 1607 for 32-bit Systems,4586830,10486-10852,CVE-2020-17058,Microsoft Browser Memory Corruption Vulnerability
Microsoft SharePoint Enterprise Server 2016,4486717,10950,CVE-2020-17060,Microsoft SharePoint Spoofing Vulnerability
Microsoft SharePoint Enterprise Server 2016,4486717,10950,CVE-2020-17060,Microsoft SharePoint Spoofing Vulnerability
Microsoft SharePoint Enterprise Server 2013 Service Pack 1,4486723,11099,CVE-2020-17060,Microsoft SharePoint Spoofing Vulnerability
Microsoft SharePoint Server 2019,4486714,11585,CVE-2020-17060,Microsoft SharePoint Spoofing Vulnerability
Microsoft SharePoint Server 2019,4486714,11585,CVE-2020-17060,Microsoft SharePoint Spoofing Vulnerability
Microsoft SharePoint Server 2010 Service Pack 2,4486706,10495,CVE-2020-17060,Microsoft SharePoint Spoofing Vulnerability
Microsoft SharePoint Enterprise Server 2016,4486717,10950,CVE-2020-17061,Microsoft SharePoint Remote Code Execution Vulnerability
Microsoft SharePoint Enterprise Server 2016,4486717,10950,CVE-2020-17061,Microsoft SharePoint Remote Code Execution Vulnerability
Microsoft SharePoint Server 2019,4486714,11585,CVE-2020-17061,Microsoft SharePoint Remote Code Execution Vulnerability
Microsoft SharePoint Server 2019,4486714,11585,CVE-2020-17061,Microsoft SharePoint Remote Code Execution Vulnerability
Microsoft SharePoint Foundation 2010 Service Pack 2,4486744,10505,CVE-2020-17061,Microsoft SharePoint Remote Code Execution Vulnerability
Microsoft SharePoint Foundation 2013 Service Pack 1,4486733,10612,CVE-2020-17061,Microsoft SharePoint Remote Code Execution Vulnerability
Microsoft Office 2019 for 32-bit editions,Click to Run,11573,CVE-2020-17062,Microsoft Office Access Connectivity Engine Remote Code Execution Vulnerability
Microsoft Office 2016 (32-bit edition),4484508,10753,CVE-2020-17062,Microsoft Office Access Connectivity Engine Remote Code Execution Vulnerability
Microsoft Office 2010 Service Pack 2 (32-bit editions),4484534,10521,CVE-2020-17062,Microsoft Office Access Connectivity Engine Remote Code Execution Vulnerability
Microsoft Office 2013 RT Service Pack 1,4484520,10603,CVE-2020-17062,Microsoft Office Access Connectivity Engine Remote Code Execution Vulnerability
Microsoft Office 2019 for 32-bit editions,Click to Run,11573,CVE-2020-17063,Microsoft Office Online Spoofing Vulnerability
Microsoft Office 2019 for 32-bit editions,Click to Run,11573,CVE-2020-17064,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Office Online Server,4486713,11605,CVE-2020-17064,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Excel 2016 (32-bit edition),4486718,10739,CVE-2020-17064,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Office 2016 (32-bit edition),4486722,10753,CVE-2020-17064,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Excel 2010 Service Pack 2 (32-bit editions),4486743,10489,CVE-2020-17064,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Excel 2013 RT Service Pack 1,4486734,10656,CVE-2020-17064,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Office 2010 Service Pack 2 (32-bit editions),4486737,10521,CVE-2020-17064,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Office 2013 RT Service Pack 1,4486725,10603,CVE-2020-17064,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Office Web Apps 2013 Service Pack 1,4486727,10608,CVE-2020-17064,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Office 2019 for 32-bit editions,Click to Run,11573,CVE-2020-17065,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Office Online Server,4486713,11605,CVE-2020-17065,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Excel 2016 (32-bit edition),4486718,10739,CVE-2020-17065,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Excel 2010 Service Pack 2 (32-bit editions),4486743,10489,CVE-2020-17065,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Excel 2013 RT Service Pack 1,4486734,10656,CVE-2020-17065,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Office Web Apps 2013 Service Pack 1,4486727,10608,CVE-2020-17065,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Excel 2010 Service Pack 2 (32-bit editions),4486743,10489,CVE-2020-17066,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Office 2019 for 32-bit editions,Click to Run,11573,CVE-2020-17067,Microsoft Excel Security Feature Bypass Vulnerability
Microsoft Office 2019 for Mac,Release Notes,11575,CVE-2020-17067,Microsoft Excel Security Feature Bypass Vulnerability
Microsoft Excel 2016 (32-bit edition),4486718,10739,CVE-2020-17067,Microsoft Excel Security Feature Bypass Vulnerability
Microsoft Excel 2010 Service Pack 2 (32-bit editions),4486743,10489,CVE-2020-17067,Microsoft Excel Security Feature Bypass Vulnerability
Microsoft Excel 2013 RT Service Pack 1,4486734,10656,CVE-2020-17067,Microsoft Excel Security Feature Bypass Vulnerability
Microsoft Exchange Server 2019 Cumulative Update 6,4588741,11789,CVE-2020-17083,Microsoft Exchange Server Remote Code Execution Vulnerability
Microsoft Exchange Server 2019 Cumulative Update 6,4588741,11789,CVE-2020-17083,Microsoft Exchange Server Remote Code Execution Vulnerability
Microsoft Exchange Server 2019 Cumulative Update 6,4588741,11789,CVE-2020-17084,Microsoft Exchange Server Remote Code Execution Vulnerability
Microsoft Exchange Server 2019 Cumulative Update 6,4588741,11789,CVE-2020-17084,Microsoft Exchange Server Remote Code Execution Vulnerability
Microsoft Exchange Server 2019 Cumulative Update 6,4588741,11789,CVE-2020-17085,Microsoft Exchange Server Denial of Service Vulnerability
Microsoft Exchange Server 2019 Cumulative Update 6,4588741,11789,CVE-2020-17085,Microsoft Exchange Server Denial of Service Vulnerability
Visual Studio Code,Release Notes,11622,CVE-2020-17104,Visual Studio Code JSHint Extension Remote Code Execution Vulnerability
