Azure DevOps Server 2019.0.1,Release Notes,11675,CVE-2021-27067,Azure DevOps Server and Team Foundation Server Information Disclosure Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-26417,Windows Overlay Filter Information Disclosure Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-26417,Windows Overlay Filter Information Disclosure Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-26417,Windows Overlay Filter Information Disclosure Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-26417,Windows Overlay Filter Information Disclosure Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-26417,Windows Overlay Filter Information Disclosure Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-26417,Windows Overlay Filter Information Disclosure Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5001339,11497,CVE-2021-28309,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28309,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28309,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28309,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28309,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28309,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28309,Windows Kernel Information Disclosure Vulnerability
Windows 10 for 32-bit Systems,5001340,10729,CVE-2021-28309,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28309,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28309,Windows Kernel Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28309,Windows Kernel Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28309,Windows Kernel Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28309,Windows Kernel Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28309,Windows Kernel Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28309,Windows Kernel Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28309,Windows Kernel Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28309,Windows Kernel Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28309,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28309,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28309,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28309,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28309,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28309,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28309,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28309,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28309,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5001339,11497,CVE-2021-28310,Win32k Elevation of Privilege Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28310,Win32k Elevation of Privilege Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28310,Win32k Elevation of Privilege Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28310,Win32k Elevation of Privilege Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28310,Win32k Elevation of Privilege Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28310,Win32k Elevation of Privilege Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28310,Win32k Elevation of Privilege Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5001339,11497,CVE-2021-28311,Windows Application Compatibility Cache Denial of Service Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28311,Windows Application Compatibility Cache Denial of Service Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28311,Windows Application Compatibility Cache Denial of Service Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28311,Windows Application Compatibility Cache Denial of Service Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28311,Windows Application Compatibility Cache Denial of Service Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28311,Windows Application Compatibility Cache Denial of Service Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28311,Windows Application Compatibility Cache Denial of Service Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28311,Windows Application Compatibility Cache Denial of Service Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28311,Windows Application Compatibility Cache Denial of Service Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28312,Windows NTFS Denial of Service Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28312,Windows NTFS Denial of Service Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28312,Windows NTFS Denial of Service Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28312,Windows NTFS Denial of Service Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28312,Windows NTFS Denial of Service Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28312,Windows NTFS Denial of Service Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5001339,11497,CVE-2021-28313,Diagnostics Hub Standard Collector Service Elevation of Privilege Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28313,Diagnostics Hub Standard Collector Service Elevation of Privilege Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28313,Diagnostics Hub Standard Collector Service Elevation of Privilege Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28313,Diagnostics Hub Standard Collector Service Elevation of Privilege Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28313,Diagnostics Hub Standard Collector Service Elevation of Privilege Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28313,Diagnostics Hub Standard Collector Service Elevation of Privilege Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28313,Diagnostics Hub Standard Collector Service Elevation of Privilege Vulnerability
Microsoft Visual Studio 2019 version 16.9 (includes 16.0 - 16.8),Release Notes,11872,CVE-2021-28313,Diagnostics Hub Standard Collector Service Elevation of Privilege Vulnerability
Microsoft Visual Studio 2015 Update 3,5001292,10577,CVE-2021-28313,Diagnostics Hub Standard Collector Service Elevation of Privilege Vulnerability
Windows 10 Version 1809 for x64-based Systems,5001342,11569,CVE-2021-28314,Windows Hyper-V Elevation of Privilege Vulnerability
Windows 10 Version 1809 for x64-based Systems,5001342,11569,CVE-2021-28314,Windows Hyper-V Elevation of Privilege Vulnerability
Windows 10 Version 1909 for x64-based Systems,5001337,11713,CVE-2021-28314,Windows Hyper-V Elevation of Privilege Vulnerability
Windows 10 Version 1909 for x64-based Systems,5001337,11713,CVE-2021-28314,Windows Hyper-V Elevation of Privilege Vulnerability
Windows 10 Version 2004 for ARM64-based Systems,5001330,11767,CVE-2021-28314,Windows Hyper-V Elevation of Privilege Vulnerability
Windows 10 Version 2004 for ARM64-based Systems,5001330,11767,CVE-2021-28314,Windows Hyper-V Elevation of Privilege Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5001339,11497,CVE-2021-28315,Windows Media Video Decoder Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28315,Windows Media Video Decoder Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28315,Windows Media Video Decoder Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28315,Windows Media Video Decoder Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28315,Windows Media Video Decoder Remote Code Execution Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28315,Windows Media Video Decoder Remote Code Execution Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28315,Windows Media Video Decoder Remote Code Execution Vulnerability
Windows 10 for 32-bit Systems,5001340,10729,CVE-2021-28315,Windows Media Video Decoder Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28315,Windows Media Video Decoder Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28315,Windows Media Video Decoder Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28315,Windows Media Video Decoder Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28315,Windows Media Video Decoder Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28315,Windows Media Video Decoder Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28315,Windows Media Video Decoder Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28315,Windows Media Video Decoder Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28315,Windows Media Video Decoder Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28315,Windows Media Video Decoder Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28315,Windows Media Video Decoder Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28315,Windows Media Video Decoder Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28315,Windows Media Video Decoder Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28315,Windows Media Video Decoder Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28315,Windows Media Video Decoder Remote Code Execution Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28315,Windows Media Video Decoder Remote Code Execution Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28315,Windows Media Video Decoder Remote Code Execution Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28315,Windows Media Video Decoder Remote Code Execution Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28315,Windows Media Video Decoder Remote Code Execution Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5001339,11497,CVE-2021-28316,Windows WLAN AutoConfig Service Security Feature Bypass Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28316,Windows WLAN AutoConfig Service Security Feature Bypass Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28316,Windows WLAN AutoConfig Service Security Feature Bypass Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28316,Windows WLAN AutoConfig Service Security Feature Bypass Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28316,Windows WLAN AutoConfig Service Security Feature Bypass Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28316,Windows WLAN AutoConfig Service Security Feature Bypass Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28316,Windows WLAN AutoConfig Service Security Feature Bypass Vulnerability
Windows 10 for 32-bit Systems,5001340,10729,CVE-2021-28316,Windows WLAN AutoConfig Service Security Feature Bypass Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28316,Windows WLAN AutoConfig Service Security Feature Bypass Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28316,Windows WLAN AutoConfig Service Security Feature Bypass Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28316,Windows WLAN AutoConfig Service Security Feature Bypass Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28316,Windows WLAN AutoConfig Service Security Feature Bypass Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28316,Windows WLAN AutoConfig Service Security Feature Bypass Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28316,Windows WLAN AutoConfig Service Security Feature Bypass Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28316,Windows WLAN AutoConfig Service Security Feature Bypass Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28316,Windows WLAN AutoConfig Service Security Feature Bypass Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28316,Windows WLAN AutoConfig Service Security Feature Bypass Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28316,Windows WLAN AutoConfig Service Security Feature Bypass Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28316,Windows WLAN AutoConfig Service Security Feature Bypass Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28316,Windows WLAN AutoConfig Service Security Feature Bypass Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28316,Windows WLAN AutoConfig Service Security Feature Bypass Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28316,Windows WLAN AutoConfig Service Security Feature Bypass Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5001339,11497,CVE-2021-28317,Microsoft Windows Codecs Library Information Disclosure Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28317,Microsoft Windows Codecs Library Information Disclosure Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28317,Microsoft Windows Codecs Library Information Disclosure Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28317,Microsoft Windows Codecs Library Information Disclosure Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28317,Microsoft Windows Codecs Library Information Disclosure Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28317,Microsoft Windows Codecs Library Information Disclosure Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28317,Microsoft Windows Codecs Library Information Disclosure Vulnerability
Windows 10 for 32-bit Systems,5001340,10729,CVE-2021-28317,Microsoft Windows Codecs Library Information Disclosure Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28317,Microsoft Windows Codecs Library Information Disclosure Vulnerability
